timestamp,symbol,price
2025-09-18T11:40:29.582729,AAPL,125.39
2025-09-18T11:40:29.593278,AAPL,127.36
2025-09-18T11:40:29.603696,AAPL,131.91
2025-09-18T11:40:29.614189,AAPL,132.28
2025-09-18T11:40:29.624923,AAPL,129.43
2025-09-18T11:40:29.635461,AAPL,128.03
2025-09-18T11:40:29.646208,AAPL,127.59
2025-09-18T11:40:29.656703,AAPL,127.64
2025-09-18T11:40:29.667191,AAPL,129.87
2025-09-18T11:40:29.677877,AAPL,134.53
2025-09-18T11:40:29.688164,AAPL,135.88
2025-09-18T11:40:29.698677,AAPL,133.46
2025-09-18T11:40:29.709048,AAPL,130.76
2025-09-18T11:40:29.719933,AAPL,128.71
2025-09-18T11:40:29.730364,AAPL,123.63
2025-09-18T11:40:29.741068,AAPL,122.89
2025-09-18T11:40:29.751452,AAPL,124.28
2025-09-18T11:40:29.762011,AAPL,121.77
2025-09-18T11:40:29.772503,AAPL,123.06
2025-09-18T11:40:29.782882,AAPL,122.11
2025-09-18T11:40:29.793281,AAPL,119.12
2025-09-18T11:40:29.803755,AAPL,116.1
2025-09-18T11:40:29.814009,AAPL,116.54
2025-09-18T11:40:29.824523,AAPL,116.24
2025-09-18T11:40:29.835911,AAPL,114.01
2025-09-18T11:40:29.846625,AAPL,115.47
2025-09-18T11:40:29.857077,AAPL,116.86
2025-09-18T11:40:29.867328,AAPL,113.93
2025-09-18T11:40:29.877850,AAPL,113.36
2025-09-18T11:40:29.888174,AAPL,111.86
2025-09-18T11:40:29.898456,AAPL,111.4
2025-09-18T11:40:29.908943,AAPL,117.23
2025-09-18T11:40:29.919318,AAPL,115.9
2025-09-18T11:40:29.929985,AAPL,118.15
2025-09-18T11:40:29.940480,AAPL,116.22
2025-09-18T11:40:29.950916,AAPL,117.87
2025-09-18T11:40:29.961194,AAPL,120.45
2025-09-18T11:40:29.971953,AAPL,117.21
2025-09-18T11:40:29.982445,AAPL,115.46
2025-09-18T11:40:29.992999,AAPL,114.44
2025-09-18T11:40:30.003284,AAPL,116.16
2025-09-18T11:40:30.013549,AAPL,117.52
2025-09-18T11:40:30.024226,AAPL,115.23
2025-09-18T11:40:30.034871,AAPL,117.49
2025-09-18T11:40:30.045081,AAPL,117.25
2025-09-18T11:40:30.055567,AAPL,118.55
2025-09-18T11:40:30.066214,AAPL,117.13
2025-09-18T11:40:30.076904,AAPL,118.37
2025-09-18T11:40:30.087623,AAPL,118.25
2025-09-18T11:40:30.097971,AAPL,113.01
2025-09-18T11:40:30.108530,AAPL,113.5
2025-09-18T11:40:30.120224,AAPL,110.52
2025-09-18T11:40:30.130482,AAPL,107.53
2025-09-18T11:40:30.140932,AAPL,109.27
2025-09-18T11:40:30.153349,AAPL,105.83
2025-09-18T11:40:30.163813,AAPL,107.87
2025-09-18T11:40:30.174272,AAPL,107.69
2025-09-18T11:40:30.185220,AAPL,109.94
2025-09-18T11:40:30.195756,AAPL,111.27
2025-09-18T11:40:30.206181,AAPL,114.2
2025-09-18T11:40:30.217631,AAPL,112.49
2025-09-18T11:40:30.228238,AAPL,110.15
2025-09-18T11:40:30.238459,AAPL,115.54
2025-09-18T11:40:30.248853,AAPL,115.92
2025-09-18T11:40:30.260682,AAPL,117.96
2025-09-18T11:40:30.271344,AAPL,120.15
2025-09-18T11:40:30.281755,AAPL,117.09
2025-09-18T11:40:30.292539,AAPL,116.35
2025-09-18T11:40:30.303554,AAPL,119.87
2025-09-18T11:40:30.314204,AAPL,119.59
2025-09-18T11:40:30.324604,AAPL,122.31
2025-09-18T11:40:30.335009,AAPL,119.57
2025-09-18T11:40:30.348818,AAPL,115.43
2025-09-18T11:40:30.359227,AAPL,114.84
2025-09-18T11:40:30.369888,AAPL,113.53
2025-09-18T11:40:30.381783,AAPL,114.88
2025-09-18T11:40:30.392164,AAPL,118.09
2025-09-18T11:40:30.403066,AAPL,115.65
2025-09-18T11:40:30.413364,AAPL,115.7
2025-09-18T11:40:30.424805,AAPL,117.25
2025-09-18T11:40:30.435406,AAPL,119.85
2025-09-18T11:40:30.446819,AAPL,120.67
2025-09-18T11:40:30.457058,AAPL,126.85
2025-09-18T11:40:30.467759,AAPL,123.59
2025-09-18T11:40:30.478650,AAPL,123.39
2025-09-18T11:40:30.489090,AAPL,128.72
2025-09-18T11:40:30.499341,AAPL,126.33
2025-09-18T11:40:30.509980,AAPL,124.38
2025-09-18T11:40:30.520249,AAPL,128.54
2025-09-18T11:40:30.530947,AAPL,124.12
2025-09-18T11:40:30.541663,AAPL,120.67
2025-09-18T11:40:30.554094,AAPL,124.45
2025-09-18T11:40:30.564730,AAPL,127.63
2025-09-18T11:40:30.575052,AAPL,125.35
2025-09-18T11:40:30.585409,AAPL,124.94
2025-09-18T11:40:30.596275,AAPL,127.25
2025-09-18T11:40:30.606747,AAPL,129.92
2025-09-18T11:40:30.618119,AAPL,130.63
2025-09-18T11:40:30.628705,AAPL,130.92
2025-09-18T11:40:30.639569,AAPL,133.64
2025-09-18T11:40:30.649981,AAPL,132.76
2025-09-18T11:40:30.660782,AAPL,132.9
2025-09-18T11:40:30.671404,AAPL,131.89
2025-09-18T11:40:30.681942,AAPL,137.06
2025-09-18T11:40:30.692234,AAPL,139.93
2025-09-18T11:40:30.703918,AAPL,136.75
2025-09-18T11:40:30.714319,AAPL,138.27
2025-09-18T11:40:30.724791,AAPL,136.46
2025-09-18T11:40:30.735447,AAPL,137.62
2025-09-18T11:40:30.747362,AAPL,136.57
2025-09-18T11:40:30.757592,AAPL,141.5
2025-09-18T11:40:30.767940,AAPL,143.15
2025-09-18T11:40:30.778941,AAPL,141.53
2025-09-18T11:40:30.789372,AAPL,140.79
2025-09-18T11:40:30.799717,AAPL,135.14
2025-09-18T11:40:30.810286,AAPL,135.48
2025-09-18T11:40:30.820932,AAPL,130.12
2025-09-18T11:40:30.831505,AAPL,133.08
2025-09-18T11:40:30.842239,AAPL,130.63
2025-09-18T11:40:30.853874,AAPL,134.41
2025-09-18T11:40:30.864103,AAPL,130.75
2025-09-18T11:40:30.874595,AAPL,134.22
2025-09-18T11:40:30.884890,AAPL,131.2
2025-09-18T11:40:30.896393,AAPL,133.24
2025-09-18T11:40:30.906941,AAPL,135.0
2025-09-18T11:40:30.917191,AAPL,134.25
2025-09-18T11:40:30.928142,AAPL,134.94
2025-09-18T11:40:30.938756,AAPL,131.03
2025-09-18T11:40:30.949443,AAPL,128.31
2025-09-18T11:40:30.959848,AAPL,130.33
2025-09-18T11:40:30.970584,AAPL,132.51
2025-09-18T11:40:30.980787,AAPL,134.28
2025-09-18T11:40:30.991162,AAPL,132.94
2025-09-18T11:40:31.001440,AAPL,134.66
2025-09-18T11:40:31.013999,AAPL,132.99
2025-09-18T11:40:31.024951,AAPL,138.11
2025-09-18T11:40:31.035286,AAPL,136.36
2025-09-18T11:40:31.047511,AAPL,139.0
2025-09-18T11:40:31.058130,AAPL,138.73
2025-09-18T11:40:31.072362,AAPL,142.54
2025-09-18T11:40:31.083088,AAPL,139.43
2025-09-18T11:40:31.093506,AAPL,141.99
2025-09-18T11:40:31.104263,AAPL,141.58
2025-09-18T11:40:31.115631,AAPL,141.29
2025-09-18T11:40:31.126262,AAPL,141.02
2025-09-18T11:40:31.137436,AAPL,142.91
2025-09-18T11:40:31.148039,AAPL,145.76
2025-09-18T11:40:31.158684,AAPL,145.75
2025-09-18T11:40:31.170606,AAPL,148.96
2025-09-18T11:40:31.181364,AAPL,150.48
2025-09-18T11:40:31.191954,AAPL,148.51
2025-09-18T11:40:31.205294,AAPL,147.41
2025-09-18T11:40:31.215972,AAPL,146.54
2025-09-18T11:40:31.226830,AAPL,148.19
2025-09-18T11:40:31.237968,AAPL,142.73
2025-09-18T11:40:31.248233,AAPL,143.67
2025-09-18T11:40:31.258675,AAPL,143.64
2025-09-18T11:40:31.271641,AAPL,137.7
2025-09-18T11:40:31.282299,AAPL,132.61
2025-09-18T11:40:31.292538,AAPL,129.96
2025-09-18T11:40:31.303655,AAPL,131.55
2025-09-18T11:40:31.314449,AAPL,132.02
2025-09-18T11:40:31.325125,AAPL,128.62
2025-09-18T11:40:31.336828,AAPL,127.13
2025-09-18T11:40:31.347220,AAPL,128.33
2025-09-18T11:40:31.357842,AAPL,129.71
2025-09-18T11:40:31.368418,AAPL,132.66
2025-09-18T11:40:31.378612,AAPL,138.15
2025-09-18T11:40:31.389404,AAPL,137.78
2025-09-18T11:40:31.399644,AAPL,138.36
2025-09-18T11:40:31.410168,AAPL,139.08
2025-09-18T11:40:31.420877,AAPL,137.15
2025-09-18T11:40:31.431121,AAPL,130.91
2025-09-18T11:40:31.441778,AAPL,128.25
2025-09-18T11:40:31.451970,AAPL,127.03
2025-09-18T11:40:31.463239,AAPL,126.34
2025-09-18T11:40:31.473837,AAPL,125.77
2025-09-18T11:40:31.484437,AAPL,128.11
2025-09-18T11:40:31.494863,AAPL,127.07
2025-09-18T11:40:31.505422,AAPL,125.41
2025-09-18T11:40:31.515764,AAPL,125.3
2025-09-18T11:40:31.526055,AAPL,125.9
2025-09-18T11:40:31.536953,AAPL,126.3
2025-09-18T11:40:31.547514,AAPL,125.28
2025-09-18T11:40:31.558059,AAPL,121.39
2025-09-18T11:40:31.568390,AAPL,122.63
2025-09-18T11:40:31.578561,AAPL,123.19
2025-09-18T11:40:31.589741,AAPL,118.95
2025-09-18T11:40:31.600171,AAPL,118.84
2025-09-18T11:40:31.610667,AAPL,118.97
2025-09-18T11:40:31.621240,AAPL,117.56
2025-09-18T11:40:31.631542,AAPL,115.53
2025-09-18T11:40:31.642379,AAPL,119.28
2025-09-18T11:40:31.653342,AAPL,121.72
2025-09-18T11:40:31.663953,AAPL,123.05
2025-09-18T11:40:31.674207,AAPL,121.77
2025-09-18T11:40:31.684773,AAPL,116.71
2025-09-18T11:40:31.695344,AAPL,118.01
2025-09-18T11:40:31.705915,AAPL,119.59
2025-09-18T11:40:31.716407,AAPL,120.42
2025-09-18T11:40:31.727003,AAPL,121.58
2025-09-18T11:40:31.737557,AAPL,122.94
2025-09-18T11:40:31.748199,AAPL,123.12
2025-09-18T11:40:31.758500,AAPL,118.77
2025-09-18T11:40:31.770445,AAPL,119.83
2025-09-18T11:40:31.780874,AAPL,121.62
2025-09-18T11:40:31.791246,AAPL,116.81
2025-09-18T11:40:31.801971,AAPL,117.44
2025-09-18T11:40:31.812592,AAPL,116.73
2025-09-18T11:40:31.823228,AAPL,116.86
2025-09-18T11:40:31.833461,AAPL,115.46
2025-09-18T11:40:31.843840,AAPL,112.16
2025-09-18T11:40:31.854167,AAPL,110.98
2025-09-18T11:40:31.864878,AAPL,109.63
2025-09-18T11:40:31.875321,AAPL,107.23
2025-09-18T11:40:31.886688,AAPL,109.85
2025-09-18T11:40:31.897101,AAPL,110.45
2025-09-18T11:40:31.907343,AAPL,111.19
2025-09-18T11:40:31.918418,AAPL,111.02
2025-09-18T11:40:31.928660,AAPL,112.93
2025-09-18T11:40:31.939014,AAPL,113.82
2025-09-18T11:40:31.949450,AAPL,115.16
2025-09-18T11:40:31.959658,AAPL,112.55
2025-09-18T11:40:31.970303,AAPL,111.7
2025-09-18T11:40:31.981206,AAPL,113.27
2025-09-18T11:40:31.991917,AAPL,114.04
2025-09-18T11:40:32.003649,AAPL,113.2
2025-09-18T11:40:32.014538,AAPL,115.46
2025-09-18T11:40:32.024788,AAPL,114.14
2025-09-18T11:40:32.035154,AAPL,116.23
2025-09-18T11:40:32.045724,AAPL,115.05
2025-09-18T11:40:32.056426,AAPL,114.86
2025-09-18T11:40:32.067083,AAPL,112.6
2025-09-18T11:40:32.077662,AAPL,113.28
2025-09-18T11:40:32.088893,AAPL,114.11
2025-09-18T11:40:32.100074,AAPL,114.34
2025-09-18T11:40:32.110595,AAPL,113.55
2025-09-18T11:40:32.122126,AAPL,115.61
2025-09-18T11:40:32.132664,AAPL,115.9
2025-09-18T11:40:32.143117,AAPL,118.54
2025-09-18T11:40:32.154714,AAPL,117.59
2025-09-18T11:40:32.165505,AAPL,115.28
2025-09-18T11:40:32.175885,AAPL,114.64
2025-09-18T11:40:32.186526,AAPL,112.87
2025-09-18T11:40:32.197056,AAPL,110.21
2025-09-18T11:40:32.207619,AAPL,110.68
2025-09-18T11:40:32.218436,AAPL,113.53
2025-09-18T11:40:32.228762,AAPL,111.45
2025-09-18T11:40:32.239289,AAPL,109.97
2025-09-18T11:40:32.250299,AAPL,105.15
2025-09-18T11:40:32.260788,AAPL,107.93
2025-09-18T11:40:32.271249,AAPL,105.65
2025-09-18T11:40:32.281766,AAPL,104.21
2025-09-18T11:40:32.292157,AAPL,104.55
2025-09-18T11:40:32.303750,AAPL,102.76
2025-09-18T11:40:32.314125,AAPL,100.35
2025-09-18T11:40:32.324730,AAPL,99.68
2025-09-18T11:40:32.336587,AAPL,97.06
2025-09-18T11:40:32.347315,AAPL,95.74
2025-09-18T11:40:32.357552,AAPL,94.67
2025-09-18T11:40:32.368143,AAPL,95.89
2025-09-18T11:40:32.378749,AAPL,93.08
2025-09-18T11:40:32.389187,AAPL,94.19
2025-09-18T11:40:32.400077,AAPL,96.16
2025-09-18T11:40:32.410625,AAPL,95.61
2025-09-18T11:40:32.421120,AAPL,97.4
2025-09-18T11:40:32.431738,AAPL,94.29
2025-09-18T11:40:32.442347,AAPL,95.95
2025-09-18T11:40:32.453616,AAPL,92.47
2025-09-18T11:40:32.464029,AAPL,90.06
2025-09-18T11:40:32.474439,AAPL,90.17
2025-09-18T11:40:32.485047,AAPL,91.61
2025-09-18T11:40:32.495339,AAPL,89.61
2025-09-18T11:40:32.505634,AAPL,91.46
2025-09-18T11:40:32.515942,AAPL,94.96
2025-09-18T11:40:32.526626,AAPL,96.71
2025-09-18T11:40:32.537127,AAPL,97.97
2025-09-18T11:40:32.547438,AAPL,99.17
2025-09-18T11:40:32.557912,AAPL,98.92
2025-09-18T11:40:32.568412,AAPL,97.24
2025-09-18T11:40:32.578800,AAPL,97.49
2025-09-18T11:40:32.589489,AAPL,99.19
2025-09-18T11:40:32.599724,AAPL,98.65
2025-09-18T11:40:32.610146,AAPL,97.55
2025-09-18T11:40:32.620748,AAPL,96.94
2025-09-18T11:40:32.631170,AAPL,98.85
2025-09-18T11:40:32.641691,AAPL,102.17
2025-09-18T11:40:32.651931,AAPL,103.77
2025-09-18T11:40:32.662783,AAPL,103.97
2025-09-18T11:40:32.673174,AAPL,105.61
2025-09-18T11:40:32.683606,AAPL,103.17
2025-09-18T11:40:32.694330,AAPL,103.06
2025-09-18T11:40:32.704768,AAPL,102.02
2025-09-18T11:40:32.715306,AAPL,102.61
2025-09-18T11:40:32.725913,AAPL,100.73
2025-09-18T11:40:32.738723,AAPL,104.01
2025-09-18T11:40:32.749718,AAPL,101.15
2025-09-18T11:40:32.760217,AAPL,103.51
2025-09-18T11:40:32.770873,AAPL,104.65
2025-09-18T11:40:32.781522,AAPL,102.27
2025-09-18T11:40:32.791969,AAPL,103.48
2025-09-18T11:40:32.804989,AAPL,108.81
2025-09-18T11:40:32.815571,AAPL,107.14
2025-09-18T11:40:32.831538,AAPL,106.49
2025-09-18T11:40:32.846830,AAPL,107.6
2025-09-18T11:40:32.863920,AAPL,104.55
2025-09-18T11:40:32.878399,AAPL,105.44
2025-09-18T11:40:32.892436,AAPL,102.26
2025-09-18T11:40:32.904654,AAPL,104.95
2025-09-18T11:40:32.916942,AAPL,103.88
2025-09-18T11:40:32.928569,AAPL,104.41
2025-09-18T11:40:32.939376,AAPL,102.12
2025-09-18T11:40:32.951127,AAPL,104.46
2025-09-18T11:40:32.961382,AAPL,102.03
2025-09-18T11:40:32.972549,AAPL,101.14
2025-09-18T11:40:32.984886,AAPL,102.4
2025-09-18T11:40:32.995984,AAPL,104.7
2025-09-18T11:40:33.006514,AAPL,103.1
2025-09-18T11:40:33.016842,AAPL,105.5
2025-09-18T11:40:33.027367,AAPL,102.37
2025-09-18T11:40:33.037956,AAPL,103.73
2025-09-18T11:40:33.048505,AAPL,102.0
2025-09-18T11:40:33.059043,AAPL,102.61
2025-09-18T11:40:33.070909,AAPL,100.74
2025-09-18T11:40:33.081054,AAPL,98.79
2025-09-18T11:40:33.091557,AAPL,99.39
2025-09-18T11:40:33.101937,AAPL,102.17
2025-09-18T11:40:33.112201,AAPL,102.84
2025-09-18T11:40:33.122799,AAPL,101.51
2025-09-18T11:40:33.133116,AAPL,100.58
2025-09-18T11:40:33.143488,AAPL,102.22
2025-09-18T11:40:33.154199,AAPL,100.63
2025-09-18T11:40:33.164542,AAPL,99.05
2025-09-18T11:40:33.174898,AAPL,101.15
2025-09-18T11:40:33.185202,AAPL,97.82
2025-09-18T11:40:33.195649,AAPL,98.77
2025-09-18T11:40:33.206473,AAPL,99.01
2025-09-18T11:40:33.217024,AAPL,97.36
